_id,Canton,Circuito,Distrito,Edad,Estado Civil,Fecha Infracción,Hora Infracción,Nacionalidad,Provincia,Sexo,Zona,tipo_muert_matriz
279,LORETO,24 DE MAYO,ORELLANA LORETO,27,SOLTERO,2014-01-06T00:00:00,2015-12-02T08:00:00,ECUADOR,ORELLANA,MASCULINO,ZONA 2,Asesinatos
280,NARANJAL,VILLA NUEVA,NARANJAL BALAO,78,CASADO,2014-07-26T00:00:00,2015-12-02T10:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
281,QUITO,QUITUMBE,QUITUMBE,76,DIVORCIADO,2014-07-26T00:00:00,2015-12-02T16:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
282,VINCES,ABRAS DE MANTEQUILLA,VINCES,34,SOLTERO,2014-07-26T00:00:00,2015-12-02T20:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
283,GUAYAQUIL,ESTEROS,ESTEROS,21,SOLTERO,2014-07-27T00:00:00,2015-12-02T09:40:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
284,GUAYAQUIL,ESTEROS,ESTEROS,17,SOLTERO,2014-07-27T00:00:00,2015-12-02T09:40:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
285,QUININDE,MALIMPIA,QUININDE,25,SOLTERO,2014-07-27T00:00:00,2015-12-02T23:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Homicidios
286,QUITO,COCHAPAMBA,EUGENIO ESPEJO,21,SOLTERO,2014-07-28T00:00:00,2015-12-02T18:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
287,QUITO,FERROVIARIA,ELOY ALFARO,23,SOLTERO,2014-07-29T00:00:00,2015-12-02T03:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
288,SIMON_BOLIVAR,SIMON BOLIVAR,JUJAN SIMON BOLIVAR,23,SOLTERO,2014-07-28T00:00:00,2015-12-02T18:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
290,QUEVEDO,DIVINO NIÑO,QUEVEDO,21,SOLTERO,2014-01-24T00:00:00,2015-12-02T22:40:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
291,URDANETA,RICAURTE,PUEBLOVIEJO,30,SOLTERO,2014-05-01T00:00:00,2015-12-02T02:00:00,ECUADOR,LOS_RIOS,FEMENINO,ZONA 5,Homicidios
292,QUITO,MONJAS COLLACOTO,MANUELA SAENZ,35,SOLTERO,2014-07-20T00:00:00,2015-12-02T00:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
293,QUITO,ARGELIA,ELOY ALFARO,25,CASADO,2014-05-04T00:00:00,2015-12-02T18:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
294,PASTAZA,PUYO SUR,PASTAZA,18,CASADO,2014-02-24T00:00:00,2015-12-02T22:00:00,ECUADOR,PASTAZA,FEMENINO,ZONA 3,Homicidios
295,SANTA_ANA,SANTA ANA,24 DE MAYO,33,SOLTERO,2014-07-02T00:00:00,2015-12-02T21:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
296,RIO_VERDE,MONTALVO,RIO VERDE,47,SOLTERO,2014-11-01T00:00:00,2015-12-02T14:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
297,MACHALA,9 DE MAYO,MACHALA,34,SOLTERO,2014-02-27T00:00:00,2015-12-02T07:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
298,CAMILO_PONCE_ENRIQUEZ,CAMILO PONCE ENRIQUEZ,PONCE ENRIQUEZ,38,SOLTERO,2014-02-23T00:00:00,2015-12-02T01:30:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Asesinatos
299,QUITO,BARRIO NUEVO,ELOY ALFARO,23,UNION LIBRE,2014-03-30T00:00:00,2015-12-02T00:05:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
300,SANTO_DOMINGO,BOMBOLI,SANTO DOMINGO OESTE,16,SOLTERO,2014-03-26T00:00:00,2015-12-02T08:00:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,FEMENINO,ZONA 4,Homicidios
301,GUAYAQUIL,CISNE,PORTETE,50,DIVORCIADO,2014-01-22T00:00:00,2015-12-02T19:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
302,EL_EMPALME,PUERTO DEL MONO,EL EMPALME,29,SOLTERO,2014-03-01T00:00:00,2015-12-02T19:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Sicariatos
303,QUITO,ITCHIMBIA,MANUELA SAENZ,41,DIVORCIADO,2014-01-15T00:00:00,2015-12-02T09:22:00,ECUADOR,PICHINCHA,FEMENINO,ZONA 9,Homicidios
304,QUININDE,ROSA ZARATE,QUININDE,28,SOLTERO,2014-02-15T00:00:00,2015-12-02T07:30:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
305,GUAYAQUIL,BATALLON DEL SUBURBIO,PORTETE,47,SOLTERO,2014-03-13T00:00:00,2015-12-02T22:45:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
306,DAULE,JUAN BAUTISTA AGUIRRE,DAULE,32,SOLTERO,2014-04-04T00:00:00,2015-12-02T09:00:00,ECUADOR,GUAYAS,FEMENINO,ZONA 5,Asesinatos
307,ESMERALDAS,GUACHARACA,ESMERALDAS,22,SOLTERO,2014-02-23T00:00:00,2015-12-02T04:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
308,SAN_MIGUEL_DE_URCUQUI,LAS TERMAS,CIUDAD BLANCA,71,VIUDO,2014-12-01T00:00:00,2015-12-02T12:30:00,ECUADOR,IMBABURA,FEMENINO,ZONA 1,Asesinatos
309,GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,25,SOLTERO,2014-01-01T00:00:00,2015-12-02T16:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
310,GUAYAQUIL,MONTE SINAI,NUEVA PROSPERINA,18,SOLTERO,2014-10-04T00:00:00,2015-12-02T22:45:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Sicariatos
311,BABAHOYO,TERMINAL TERRESTRE,BABAHOYO,24,SOLTERO,2014-09-01T00:00:00,2015-12-02T23:40:00,ECUADOR,LOS_RIOS,FEMENINO,ZONA 5,Asesinatos
312,MACHALA,RAYITO DE LUZ,MACHALA,24,SOLTERO,2014-03-04T00:00:00,2015-12-02T23:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
313,QUITO,LA MARISCAL,EUGENIO ESPEJO,32,NO DETERMINADO,2014-01-01T00:00:00,2015-12-02T09:22:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
314,EL_CARMEN,EL CARMEN,EL CARMEN,24,SOLTERO,2014-08-01T00:00:00,2015-12-02T02:30:00,ECUADOR,MANABI,FEMENINO,ZONA 4,Asesinatos
315,QUITO,EL MIRADOR,LA DELICIA,41,CASADO,2014-04-28T00:00:00,2015-12-02T02:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
316,SANTA_LUCIA,SANTA LUCIA,DAULE,22,SOLTERO,2014-01-01T00:00:00,2015-12-02T04:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
317,BABA,ISLA DE BEJUCAL,BABAHOYO,26,UNION LIBRE,2014-03-16T00:00:00,2015-12-02T10:00:00,ECUADOR,LOS_RIOS,FEMENINO,ZONA 5,Homicidios
318,GUARANDA,SAN LUIS,GUARANDA,33,SOLTERO,2014-01-01T00:00:00,2015-12-02T23:30:00,ECUADOR,BOLIVAR,MASCULINO,ZONA 5,Asesinatos
319,QUITO,LA MARISCAL,EUGENIO ESPEJO,48,SOLTERO,2014-03-27T00:00:00,2015-12-02T23:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
320,LA_JOYA_DE_LOS_SACHAS,SACHAS,LA JOYA DE LOS SACHAS,38,CASADO,2014-07-07T00:00:00,2015-12-02T16:30:00,ECUADOR,ORELLANA,MASCULINO,ZONA 2,Asesinatos
321,QUITO,CARCELEN,LA DELICIA,25,SOLTERO,2014-01-25T00:00:00,2015-12-02T15:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
322,GUAYAQUIL,NUEVO GUAYAQUIL,NUEVA PROSPERINA,41,SOLTERO,2014-07-31T00:00:00,2015-12-02T02:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
323,CUENCA,BARRIAL BLANCO,CUENCA NORTE,22,SOLTERO,2014-01-01T00:00:00,2015-12-02T00:00:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Asesinatos
324,QUITO,EL PLACER,MANUELA SAENZ,22,SOLTERO,2014-01-01T00:00:00,2015-12-02T12:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
325,PORTOVIEJO,ALAJUELA,PORTOVIEJO,62,SOLTERO,2014-08-03T00:00:00,2015-12-02T15:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Homicidios
326,QUININDE,MALIMPIA,QUININDE,49,SOLTERO,2014-05-02T00:00:00,2015-12-02T23:40:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Homicidios
327,HUAQUILLAS,HUALTACO,HUAQUILLAS,30,SOLTERO,2014-01-27T00:00:00,2015-12-02T01:45:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Homicidios
328,SAN_LORENZO,FRONTERA,SAN LORENZO,31,SOLTERO,2014-01-30T00:00:00,2015-12-02T14:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
329,PEDERNALES,COJIMIES,PEDERNALES,66,CASADO,2014-04-26T00:00:00,2015-12-02T10:30:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
330,NARANJAL,NARANJAL CENTRO,NARANJAL BALAO,36,SOLTERO,2014-10-01T00:00:00,2015-12-02T22:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Homicidios
331,QUITO,ARGELIA,ELOY ALFARO,20,SOLTERO,2014-01-02T00:00:00,2015-12-02T17:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
332,GUAYAQUIL,MONTE SINAI,NUEVA PROSPERINA,36,SOLTERO,2014-03-13T00:00:00,2015-12-02T19:30:00,ECUADOR,GUAYAS,FEMENINO,ZONA 8,Asesinatos
333,QUITO,CONOCOTO NORTE,LOS CHILLOS,51,CASADO,2014-01-21T00:00:00,2015-12-02T18:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
334,PASTAZA,PUYO SUR,PASTAZA,76,SOLTERO,2014-04-27T00:00:00,2015-12-02T09:00:00,ECUADOR,PASTAZA,MASCULINO,ZONA 3,Asesinatos
335,GUAYAQUIL,BASTION POPULAR NORTE,PASCUALES,31,CASADO,2014-12-04T00:00:00,2015-12-02T14:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
336,HUAQUILLAS,HUALTACO,HUAQUILLAS,37,SOLTERO,2014-01-13T00:00:00,2015-12-02T13:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Homicidios
337,LA_JOYA_DE_LOS_SACHAS,SACHAS,LA JOYA DE LOS SACHAS,27,SOLTERO,2014-09-01T00:00:00,2015-12-02T08:00:00,ECUADOR,ORELLANA,MASCULINO,ZONA 2,Homicidios
338,QUEVEDO,7 DE OCTUBRE,QUEVEDO,23,SOLTERO,2014-01-27T00:00:00,2015-12-02T23:10:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
339,ESMERALDAS,CENTRO,ESMERALDAS,28,UNION LIBRE,2014-03-16T00:00:00,2015-12-02T03:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
340,CUENCA,MONAY,CUENCA SUR,84,CASADO,2014-06-01T00:00:00,2015-12-02T19:45:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Asesinatos
341,QUITO,CARAPUNGO,CALDERON,20,SOLTERO,2014-01-22T00:00:00,2015-12-02T23:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Asesinatos
342,QUININDE,QUININDE,QUININDE,30,CASADO,2014-08-03T00:00:00,2015-12-02T05:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
343,LA_CONCORDIA,MONTE REY,LA CONCORDIA,61,CASADO,2014-03-21T00:00:00,2015-12-02T20:30:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Asesinatos
344,MACHALA,LA FERROVIARIA,MACHALA,19,SOLTERO,2014-10-03T00:00:00,2015-12-02T12:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Homicidios
345,QUITO,CHIMBACALLE,ELOY ALFARO,25,NO DETERMINADO,2014-11-05T00:00:00,2015-12-02T04:00:00,OTROS,PICHINCHA,MASCULINO,ZONA 9,Homicidios
346,MANTA,CENTRO,MANTA,38,CASADO,2014-01-31T00:00:00,2015-12-02T12:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Homicidios
347,RIOBAMBA,LA CONDAMINE,RIOBAMBA,31,SOLTERO,2014-01-01T00:00:00,2015-12-02T09:00:00,ECUADOR,CHIMBORAZO,MASCULINO,ZONA 3,Asesinatos
348,SANTA_ISABEL,LA UNION,GIRON,50,SOLTERO,2014-12-01T00:00:00,2015-12-02T04:45:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Homicidios
349,QUITO,GUAMANI,QUITUMBE,20,SOLTERO,2014-04-03T00:00:00,2015-12-02T00:15:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
350,CAMILO_PONCE_ENRIQUEZ,CAMILO PONCE ENRIQUEZ,PONCE ENRIQUEZ,51,SOLTERO,2014-02-14T00:00:00,2015-12-02T01:00:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Asesinatos
351,GUAYAQUIL,PORTETE,PORTETE,80,CASADO,2014-03-15T00:00:00,2015-12-02T02:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
352,NARANJAL,JAIME ROLDOS,NARANJAL BALAO,51,SOLTERO,2014-01-18T00:00:00,2015-12-02T10:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Homicidios
353,QUININDE,LA UNION,QUININDE,51,SOLTERO,2014-03-16T00:00:00,2015-12-02T12:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Homicidios
354,EL_TRIUNFO,EL TRIUNFO CENTRO,EL TRIUNFO BUCAY,36,SOLTERO,2014-01-14T00:00:00,2015-12-02T18:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Sicariatos
355,PORTOVELO,PORTOVELO,ZARUMA,28,SOLTERO,2014-04-20T00:00:00,2015-12-02T06:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
356,QUEVEDO,LA ESPERANZA,QUEVEDO,27,UNION LIBRE,2014-04-19T00:00:00,2015-12-02T09:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
357,VALENCIA,VALENCIA,BUENA FE,24,SOLTERO,2014-12-01T00:00:00,2015-12-02T20:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
358,SANTO_DOMINGO,EL PROLETARIADO,SANTO DOMINGO OESTE,21,SOLTERO,2014-04-02T00:00:00,2015-12-02T14:00:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Asesinatos
359,TULCAN,TUFIÑO,TULCAN,48,CASADO,2014-05-18T00:00:00,2015-12-02T06:45:00,ECUADOR,CARCHI,MASCULINO,ZONA 1,Asesinatos
360,QUITO,EL MIRADOR,LA DELICIA,30,SOLTERO,2014-02-27T00:00:00,2015-12-02T17:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
361,QUITO,CALDERON,CALDERON,54,SOLTERO,2014-09-04T00:00:00,2015-12-02T20:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Asesinatos
362,GUAYAQUIL,ALBORADA,MODELO,42,SOLTERO,2014-03-16T00:00:00,2015-12-02T02:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
363,GUAYAQUIL,TRINITARIA SUR,ESTEROS,21,SOLTERO,2014-04-13T00:00:00,2015-12-02T01:45:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
364,EL_GUABO,RIO BONITO,PASAJE,31,SOLTERO,2014-02-21T00:00:00,2015-12-02T00:00:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
365,CAMILO_PONCE_ENRIQUEZ,CAMILO PONCE ENRIQUEZ,PONCE ENRIQUEZ,60,SOLTERO,2014-01-03T00:00:00,2015-12-02T22:30:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Asesinatos
366,PLAYAS,PLAYAS,PLAYAS,25,SOLTERO,2014-01-22T00:00:00,,ECUADOR,GUAYAS,FEMENINO,ZONA 5,Homicidios
367,MACHALA,GRAL SERRANO,MACHALA,45,CASADO,2014-10-01T00:00:00,2015-12-02T00:00:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
368,PORTOVIEJO,PUEBLO NUEVO,PORTOVIEJO,33,CASADO,2014-02-04T00:00:00,2015-12-02T18:30:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
369,CAMILO_PONCE_ENRIQUEZ,CAMILO PONCE ENRIQUEZ,PONCE ENRIQUEZ,21,SOLTERO,2014-11-03T00:00:00,2015-12-02T20:30:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Asesinatos
370,GUAYAQUIL,GUASMO,SUR,25,SOLTERO,2014-04-13T00:00:00,2015-12-02T19:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
371,GUAYAQUIL,ORQUIDEAS,PASCUALES,30,SOLTERO,2014-03-16T00:00:00,2015-12-02T00:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
372,ESMERALDAS,CENTRO,ESMERALDAS,16,SOLTERO,2014-04-14T00:00:00,2015-12-02T04:45:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
373,EL_TRIUNFO,EL TRIUNFO ESTE,EL TRIUNFO BUCAY,42,CASADO,2014-01-22T00:00:00,2015-12-02T06:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Sicariatos
374,QUININDE,LA UNION,QUININDE,63,CASADO,2014-07-05T00:00:00,2015-12-02T00:30:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Homicidios
375,QUITO,EL MIRADOR,LA DELICIA,33,SOLTERO,2014-02-03T00:00:00,2015-12-02T05:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
376,GUAYAQUIL,NUEVO GUAYAQUIL,NUEVA PROSPERINA,22,SOLTERO,2014-03-21T00:00:00,2015-12-02T22:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
377,EL_GUABO,RIO BONITO,PASAJE,28,SOLTERO,2014-04-24T00:00:00,2015-12-02T10:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
378,GUAYAQUIL,CHILE,9 DE OCTUBRE,31,DIVORCIADO,2014-04-15T00:00:00,2015-12-02T22:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
379,QUITO,LA BOTA,LA DELICIA,24,SOLTERO,2014-04-16T00:00:00,2015-12-02T03:20:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
380,CUENCA,RICAURTE,CUENCA NORTE,69,CASADO,2014-03-22T00:00:00,2015-12-02T05:45:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Homicidios
381,PASAJE,VELASCO IBARRA,PASAJE,55,SOLTERO,2014-01-03T00:00:00,2015-12-02T21:00:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Homicidios
418,CUENCA,SAN SEBASTIAN,CUENCA SUR,11,SOLTERO,2014-02-28T00:00:00,2015-12-02T00:00:00,ECUADOR,AZUAY,FEMENINO,ZONA 6,Asesinatos
382,PORTOVIEJO,ABDON CALDERON,PORTOVIEJO,67,SOLTERO,2014-03-22T00:00:00,2015-12-02T16:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
383,CUENCA,EL VECINO,CUENCA NORTE,,NO DETERMINADO,2014-09-04T00:00:00,2015-12-02T17:30:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Asesinatos
384,QUITO,FERROVIARIA,ELOY ALFARO,29,NO DETERMINADO,2014-02-04T00:00:00,2015-12-02T07:00:00,COLOMBIA,PICHINCHA,MASCULINO,ZONA 9,Homicidios
385,ESMERALDAS,SANTA MARTHA,ESMERALDAS,24,SOLTERO,2014-12-01T00:00:00,2015-12-02T07:15:00,COLOMBIA,ESMERALDAS,MASCULINO,ZONA 1,Homicidios
386,MACHALA,PAEZ,MACHALA,39,SOLTERO,2014-03-28T00:00:00,2015-12-02T02:30:00,ECUADOR,EL_ORO,FEMENINO,ZONA 7,Homicidios
387,MANTA,CUBA,MANTA,58,SOLTERO,2014-01-30T00:00:00,2015-12-02T22:30:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
388,MANTA,LOS ESTEROS,MANTA,31,CASADO,2014-07-30T00:00:00,2015-12-02T19:15:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
389,NARANJAL,NARANJAL SUR,NARANJAL BALAO,54,SOLTERO,2014-01-30T00:00:00,2015-12-02T17:45:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
390,GUAYAQUIL,CHILE,9 DE OCTUBRE,23,SOLTERO,2014-03-22T00:00:00,2015-12-02T05:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
391,QUITO,TURUBAMBA,QUITUMBE,36,CASADO,2014-04-19T00:00:00,2015-12-02T03:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
392,GUAYAQUIL,SUBURBIO,PORTETE,29,SOLTERO,2014-03-23T00:00:00,2015-12-02T00:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
393,IBARRA,LAS TOTORAS,CIUDAD BLANCA,72,DIVORCIADO,2014-01-31T00:00:00,2015-12-02T18:40:00,ECUADOR,IMBABURA,FEMENINO,ZONA 1,Homicidios
394,24_DE_MAYO,BELLAVISTA,24 DE MAYO,22,SOLTERO,2014-03-28T00:00:00,2015-12-02T00:45:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
395,GUAYAQUIL,FLORIDA,FLORIDA,27,SOLTERO,2014-06-04T00:00:00,2015-12-02T22:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
396,QUEVEDO,GALO PLAZA,QUEVEDO,23,UNION LIBRE,2014-01-31T00:00:00,2015-12-02T19:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
397,GUAYAQUIL,BASTION POPULAR NORTE,PASCUALES,26,SOLTERO,2014-04-15T00:00:00,2015-12-02T19:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
398,GUAYAQUIL,ANTEPARA,9 DE OCTUBRE,22,SOLTERO,2014-03-23T00:00:00,2015-12-02T23:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
399,MANTA,CENTRO,MANTA,60,CASADO,2014-09-01T00:00:00,2015-12-02T09:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Homicidios
419,RIOBAMBA,LICTO,RIOBAMBA,1,SOLTERO,2014-01-21T00:00:00,2015-12-02T17:00:00,ECUADOR,CHIMBORAZO,FEMENINO,ZONA 3,Asesinatos
400,GUAYAQUIL,TRINITARIA NORTE,ESTEROS,46,SOLTERO,2014-04-21T00:00:00,2015-12-02T07:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
401,GUAYAQUIL,SAN FRANCISCO,PASCUALES,18,SOLTERO,2014-03-28T00:00:00,2015-12-02T17:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
402,PEDERNALES,ACHIOTE,PEDERNALES,33,SOLTERO,2014-02-14T00:00:00,2015-12-02T11:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Homicidios
403,OTAVALO,SAN LUIS,VALLE DEL AMANECER,40,CASADO,2014-05-02T00:00:00,2015-12-02T10:00:00,ECUADOR,IMBABURA,MASCULINO,ZONA 1,Homicidios
404,CUENCA,MONAY,CUENCA SUR,20,SOLTERO,2014-10-04T00:00:00,2015-12-02T15:30:00,ECUADOR,AZUAY,FEMENINO,ZONA 6,Asesinatos
405,QUITO,LA ROLDOS,LA DELICIA,16,SOLTERO,2014-04-20T00:00:00,2015-12-02T01:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
406,GUAYAQUIL,UNION DE BANANEROS,SUR,15,SOLTERO,2014-03-28T00:00:00,2015-12-02T16:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
407,VALENCIA,LA NUEVA UNION,BUENA FE,31,SOLTERO,2014-03-25T00:00:00,2015-12-02T11:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
408,CAMILO_PONCE_ENRIQUEZ,CAMILO PONCE ENRIQUEZ,PONCE ENRIQUEZ,,NO DETERMINADO,2014-04-18T00:00:00,2015-12-02T06:30:00,ECUADOR,AZUAY,MASCULINO,ZONA 6,Asesinatos
409,SAN_JACINTO_DE_BUENA_FE,BUENA FE ESTE,BUENA FE,34,SOLTERO,2014-04-27T00:00:00,2015-12-02T15:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
410,QUITO,GUAMANI,QUITUMBE,22,SOLTERO,2014-01-01T00:00:00,2015-12-02T03:30:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
411,GUAYAQUIL,VICTORIA,9 DE OCTUBRE,22,SOLTERO,2014-04-24T00:00:00,2015-12-02T15:40:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
412,GUAYAQUIL,MONTE BELLO,PASCUALES,74,CASADO,2014-03-29T00:00:00,2015-12-02T09:00:00,CHILE,GUAYAS,MASCULINO,ZONA 8,Asesinatos
413,QUITO,ECUATORIANA,QUITUMBE,35,SOLTERO,2014-01-04T00:00:00,2015-12-02T22:45:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
414,GUAYAQUIL,CHILE,9 DE OCTUBRE,36,SOLTERO,2014-04-24T00:00:00,2015-12-02T12:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
415,GUAYAQUIL,ESTEROS,ESTEROS,31,SOLTERO,2014-03-13T00:00:00,2015-12-02T20:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
416,GUAYAQUIL,GUASMO,SUR,28,SOLTERO,2014-03-31T00:00:00,2015-12-02T22:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Sicariatos
417,DURAN,ARBOLITO,DURAN,33,SOLTERO,2014-01-08T00:00:00,2015-12-02T01:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
